map,scenario,time_limit_sec,algorithm,agents,lcbs_c1,lcbs_c2,alg_c1,alg_c2,match
room-32-32-4,1,10,BBMOCBS_k1,5,165,463,165,463,1
room-32-32-4,1,10,BBMOCBS_k5,5,165,463,163,454,0
room-32-32-4,1,10,BBMOCBS_k10,5,165,463,163,453,0
room-32-32-4,1,10,BBMOCBS_pex,5,165,463,,,0
room-32-32-4,1,10,BBMOCBS_eps,5,165,463,,,0
room-32-32-4,2,10,BBMOCBS_k1,5,149,422,149,422,1
room-32-32-4,2,10,BBMOCBS_k5,5,149,422,149,387,0
room-32-32-4,2,10,BBMOCBS_k10,5,149,422,149,409,0
room-32-32-4,2,10,BBMOCBS_pex,5,149,422,,,0
room-32-32-4,2,10,BBMOCBS_eps,5,149,422,,,0
room-32-32-4,3,10,BBMOCBS_k1,5,122,347,122,347,1
room-32-32-4,3,10,BBMOCBS_k5,5,122,347,122,342,0
room-32-32-4,3,10,BBMOCBS_k10,5,122,347,122,343,0
room-32-32-4,3,10,BBMOCBS_pex,5,122,347,,,0
room-32-32-4,3,10,BBMOCBS_eps,5,122,347,,,0
room-32-32-4,4,10,BBMOCBS_k1,5,147,428,147,428,1
room-32-32-4,4,10,BBMOCBS_k5,5,147,428,147,419,0
room-32-32-4,4,10,BBMOCBS_k10,5,147,428,147,419,0
room-32-32-4,4,10,BBMOCBS_pex,5,147,428,,,0
room-32-32-4,4,10,BBMOCBS_eps,5,147,428,,,0
room-32-32-4,5,10,BBMOCBS_k1,5,144,363,144,363,1
room-32-32-4,5,10,BBMOCBS_k5,5,144,363,140,392,0
room-32-32-4,5,10,BBMOCBS_k10,5,144,363,140,392,0
room-32-32-4,5,10,BBMOCBS_pex,5,144,363,,,0
room-32-32-4,5,10,BBMOCBS_eps,5,144,363,,,0
room-32-32-4,6,10,BBMOCBS_k1,5,92,273,92,273,1
room-32-32-4,6,10,BBMOCBS_k5,5,92,273,92,269,0
room-32-32-4,6,10,BBMOCBS_k10,5,92,273,92,270,0
room-32-32-4,6,10,BBMOCBS_pex,5,92,273,,,0
room-32-32-4,6,10,BBMOCBS_eps,5,92,273,,,0
room-32-32-4,7,10,BBMOCBS_k1,5,127,366,127,366,1
room-32-32-4,7,10,BBMOCBS_k5,5,127,366,127,351,0
room-32-32-4,7,10,BBMOCBS_k10,5,127,366,127,361,0
room-32-32-4,7,10,BBMOCBS_pex,5,127,366,,,0
room-32-32-4,7,10,BBMOCBS_eps,5,127,366,,,0
room-32-32-4,8,10,BBMOCBS_k1,5,112,276,112,276,1
room-32-32-4,8,10,BBMOCBS_k5,5,112,276,110,294,0
room-32-32-4,8,10,BBMOCBS_k10,5,112,276,110,294,0
room-32-32-4,8,10,BBMOCBS_pex,5,112,276,,,0
room-32-32-4,8,10,BBMOCBS_eps,5,112,276,,,0
room-32-32-4,9,10,BBMOCBS_k1,5,154,413,154,413,1
room-32-32-4,9,10,BBMOCBS_k5,5,154,413,154,393,0
room-32-32-4,9,10,BBMOCBS_k10,5,154,413,154,389,0
room-32-32-4,9,10,BBMOCBS_pex,5,154,413,,,0
room-32-32-4,9,10,BBMOCBS_eps,5,154,413,,,0
room-32-32-4,10,10,BBMOCBS_k1,5,144,379,144,379,1
room-32-32-4,10,10,BBMOCBS_k5,5,144,379,144,370,0
room-32-32-4,10,10,BBMOCBS_k10,5,144,379,144,370,0
room-32-32-4,10,10,BBMOCBS_pex,5,144,379,,,0
room-32-32-4,10,10,BBMOCBS_eps,5,144,379,,,0
room-32-32-4,11,10,BBMOCBS_k1,5,138,366,138,366,1
room-32-32-4,11,10,BBMOCBS_k5,5,138,366,138,358,0
room-32-32-4,11,10,BBMOCBS_k10,5,138,366,138,358,0
room-32-32-4,11,10,BBMOCBS_pex,5,138,366,,,0
room-32-32-4,11,10,BBMOCBS_eps,5,138,366,,,0
room-32-32-4,12,10,BBMOCBS_k1,5,138,386,138,386,1
room-32-32-4,12,10,BBMOCBS_k5,5,138,386,136,381,0
room-32-32-4,12,10,BBMOCBS_k10,5,138,386,136,390,0
room-32-32-4,12,10,BBMOCBS_pex,5,138,386,,,0
room-32-32-4,12,10,BBMOCBS_eps,5,138,386,,,0
room-32-32-4,13,10,BBMOCBS_k1,5,162,482,162,482,1
room-32-32-4,13,10,BBMOCBS_k5,5,162,482,162,475,0
room-32-32-4,13,10,BBMOCBS_k10,5,162,482,162,467,0
room-32-32-4,13,10,BBMOCBS_pex,5,162,482,,,0
room-32-32-4,13,10,BBMOCBS_eps,5,162,482,,,0
room-32-32-4,14,10,BBMOCBS_k1,5,99,232,99,232,1
room-32-32-4,14,10,BBMOCBS_k5,5,99,232,99,218,0
room-32-32-4,14,10,BBMOCBS_k10,5,99,232,99,228,0
room-32-32-4,14,10,BBMOCBS_pex,5,99,232,,,0
room-32-32-4,14,10,BBMOCBS_eps,5,99,232,,,0
room-32-32-4,15,10,BBMOCBS_k1,5,130,370,130,370,1
room-32-32-4,15,10,BBMOCBS_k5,5,130,370,130,373,0
room-32-32-4,15,10,BBMOCBS_k10,5,130,370,130,375,0
room-32-32-4,15,10,BBMOCBS_pex,5,130,370,,,0
room-32-32-4,15,10,BBMOCBS_eps,5,130,370,,,0
room-32-32-4,16,10,BBMOCBS_k1,5,136,380,136,380,1
room-32-32-4,16,10,BBMOCBS_k5,5,136,380,136,375,0
room-32-32-4,16,10,BBMOCBS_k10,5,136,380,136,375,0
room-32-32-4,16,10,BBMOCBS_pex,5,136,380,,,0
room-32-32-4,16,10,BBMOCBS_eps,5,136,380,,,0
room-32-32-4,17,10,BBMOCBS_k1,5,150,415,150,415,1
room-32-32-4,17,10,BBMOCBS_k5,5,150,415,147,431,0
room-32-32-4,17,10,BBMOCBS_k10,5,150,415,147,430,0
room-32-32-4,17,10,BBMOCBS_pex,5,150,415,,,0
room-32-32-4,17,10,BBMOCBS_eps,5,150,415,,,0
room-32-32-4,18,10,BBMOCBS_k1,5,103,276,103,276,1
room-32-32-4,18,10,BBMOCBS_k5,5,103,276,103,282,0
room-32-32-4,18,10,BBMOCBS_k10,5,103,276,103,292,0
room-32-32-4,18,10,BBMOCBS_pex,5,103,276,,,0
room-32-32-4,18,10,BBMOCBS_eps,5,103,276,,,0
room-32-32-4,19,10,BBMOCBS_k1,5,178,529,178,529,1
room-32-32-4,19,10,BBMOCBS_k5,5,178,529,178,523,0
room-32-32-4,19,10,BBMOCBS_k10,5,178,529,178,523,0
room-32-32-4,19,10,BBMOCBS_pex,5,178,529,,,0
room-32-32-4,19,10,BBMOCBS_eps,5,178,529,,,0
room-32-32-4,20,10,BBMOCBS_k1,5,121,359,121,359,1
room-32-32-4,20,10,BBMOCBS_k5,5,121,359,121,354,0
room-32-32-4,20,10,BBMOCBS_k10,5,121,359,121,354,0
room-32-32-4,20,10,BBMOCBS_pex,5,121,359,,,0
room-32-32-4,20,10,BBMOCBS_eps,5,121,359,,,0
room-32-32-4,21,10,BBMOCBS_k1,5,116,324,116,324,1
room-32-32-4,21,10,BBMOCBS_k5,5,116,324,116,323,0
room-32-32-4,21,10,BBMOCBS_k10,5,116,324,116,324,1
room-32-32-4,21,10,BBMOCBS_pex,5,116,324,,,0
room-32-32-4,21,10,BBMOCBS_eps,5,116,324,,,0
room-32-32-4,22,10,BBMOCBS_k1,5,106,296,106,296,1
room-32-32-4,22,10,BBMOCBS_k5,5,106,296,106,291,0
room-32-32-4,22,10,BBMOCBS_k10,5,106,296,106,291,0
room-32-32-4,22,10,BBMOCBS_pex,5,106,296,,,0
room-32-32-4,22,10,BBMOCBS_eps,5,106,296,,,0
room-32-32-4,23,10,BBMOCBS_k1,5,104,275,104,275,1
room-32-32-4,23,10,BBMOCBS_k5,5,104,275,104,273,0
room-32-32-4,23,10,BBMOCBS_k10,5,104,275,104,273,0
room-32-32-4,23,10,BBMOCBS_pex,5,104,275,,,0
room-32-32-4,23,10,BBMOCBS_eps,5,104,275,,,0
room-32-32-4,24,10,BBMOCBS_k1,5,74,180,74,180,1
room-32-32-4,24,10,BBMOCBS_k5,5,74,180,74,174,0
room-32-32-4,24,10,BBMOCBS_k10,5,74,180,74,174,0
