map,scenario,time_limit_sec,algorithm,agents,lcbs_c1,lcbs_c2,alg_c1,alg_c2,match
random-64-64-10,1,60,BBMOCBS_k1,5,231,506,231,506,1
random-64-64-10,1,60,BBMOCBS_k5,5,231,506,231,506,1
random-64-64-10,1,60,BBMOCBS_k10,5,231,506,231,506,1
random-64-64-10,1,60,BBMOCBS_pex,5,231,506,,,0
random-64-64-10,1,60,BBMOCBS_eps,5,231,506,,,0
random-64-64-10,2,60,BBMOCBS_k1,5,140,360,140,360,1
random-64-64-10,2,60,BBMOCBS_k5,5,140,360,140,360,1
random-64-64-10,2,60,BBMOCBS_k10,5,140,360,140,360,1
random-64-64-10,2,60,BBMOCBS_pex,5,140,360,,,0
random-64-64-10,2,60,BBMOCBS_eps,5,140,360,,,0
random-64-64-10,3,60,BBMOCBS_k1,5,176,396,176,396,1
random-64-64-10,3,60,BBMOCBS_k5,5,176,396,176,396,1
random-64-64-10,3,60,BBMOCBS_k10,5,176,396,176,396,1
random-64-64-10,3,60,BBMOCBS_pex,5,176,396,,,0
random-64-64-10,3,60,BBMOCBS_eps,5,176,396,,,0
random-64-64-10,4,60,BBMOCBS_k1,5,206,481,206,481,1
random-64-64-10,4,60,BBMOCBS_k5,5,206,481,206,481,1
random-64-64-10,4,60,BBMOCBS_k10,5,206,481,206,481,1
random-64-64-10,4,60,BBMOCBS_pex,5,206,481,,,0
random-64-64-10,4,60,BBMOCBS_eps,5,206,481,,,0
random-64-64-10,5,60,BBMOCBS_k1,5,194,439,194,439,1
random-64-64-10,5,60,BBMOCBS_k5,5,194,439,194,439,1
random-64-64-10,5,60,BBMOCBS_k10,5,194,439,194,439,1
random-64-64-10,5,60,BBMOCBS_pex,5,194,439,,,0
random-64-64-10,5,60,BBMOCBS_eps,5,194,439,,,0
random-64-64-10,6,60,BBMOCBS_k1,5,235,517,235,517,1
random-64-64-10,6,60,BBMOCBS_k5,5,235,517,235,517,1
random-64-64-10,6,60,BBMOCBS_k10,5,235,517,235,517,1
random-64-64-10,6,60,BBMOCBS_pex,5,235,517,,,0
random-64-64-10,6,60,BBMOCBS_eps,5,235,517,,,0
random-64-64-10,7,60,BBMOCBS_k1,5,279,623,279,623,1
random-64-64-10,7,60,BBMOCBS_k5,5,279,623,279,623,1
random-64-64-10,7,60,BBMOCBS_k10,5,279,623,279,623,1
random-64-64-10,7,60,BBMOCBS_pex,5,279,623,,,0
random-64-64-10,7,60,BBMOCBS_eps,5,279,623,,,0
random-64-64-10,8,60,BBMOCBS_k1,5,214,502,214,502,1
random-64-64-10,8,60,BBMOCBS_k5,5,214,502,214,502,1
random-64-64-10,8,60,BBMOCBS_k10,5,214,502,214,502,1
random-64-64-10,8,60,BBMOCBS_pex,5,214,502,,,0
random-64-64-10,8,60,BBMOCBS_eps,5,214,502,,,0
random-64-64-10,9,60,BBMOCBS_k1,5,256,593,256,593,1
random-64-64-10,9,60,BBMOCBS_k5,5,256,593,256,593,1
random-64-64-10,9,60,BBMOCBS_k10,5,256,593,256,593,1
random-64-64-10,9,60,BBMOCBS_pex,5,256,593,,,0
random-64-64-10,9,60,BBMOCBS_eps,5,256,593,,,0
random-64-64-10,10,60,BBMOCBS_k1,5,252,584,252,584,1
random-64-64-10,10,60,BBMOCBS_k5,5,252,584,252,584,1
random-64-64-10,10,60,BBMOCBS_k10,5,252,584,252,584,1
random-64-64-10,10,60,BBMOCBS_pex,5,252,584,,,0
random-64-64-10,10,60,BBMOCBS_eps,5,252,584,,,0
random-64-64-10,11,60,BBMOCBS_k1,5,196,482,196,482,1
random-64-64-10,11,60,BBMOCBS_k5,5,196,482,194,485,0
random-64-64-10,11,60,BBMOCBS_k10,5,196,482,194,485,0
random-64-64-10,11,60,BBMOCBS_pex,5,196,482,,,0
random-64-64-10,11,60,BBMOCBS_eps,5,196,482,,,0
random-64-64-10,12,60,BBMOCBS_k1,5,189,437,189,437,1
random-64-64-10,12,60,BBMOCBS_k5,5,189,437,189,437,1
random-64-64-10,12,60,BBMOCBS_k10,5,189,437,189,437,1
random-64-64-10,12,60,BBMOCBS_pex,5,189,437,,,0
random-64-64-10,12,60,BBMOCBS_eps,5,189,437,,,0
random-64-64-10,13,60,BBMOCBS_k1,5,161,379,161,379,1
random-64-64-10,13,60,BBMOCBS_k5,5,161,379,161,379,1
random-64-64-10,13,60,BBMOCBS_k10,5,161,379,161,379,1
random-64-64-10,13,60,BBMOCBS_pex,5,161,379,,,0
random-64-64-10,13,60,BBMOCBS_eps,5,161,379,,,0
random-64-64-10,14,60,BBMOCBS_k1,5,251,617,251,617,1
random-64-64-10,14,60,BBMOCBS_k5,5,251,617,251,617,1
random-64-64-10,14,60,BBMOCBS_k10,5,251,617,251,617,1
random-64-64-10,14,60,BBMOCBS_pex,5,251,617,,,0
random-64-64-10,14,60,BBMOCBS_eps,5,251,617,,,0
random-64-64-10,15,60,BBMOCBS_k1,5,241,569,241,569,1
random-64-64-10,15,60,BBMOCBS_k5,5,241,569,241,569,1
random-64-64-10,15,60,BBMOCBS_k10,5,241,569,241,569,1
random-64-64-10,15,60,BBMOCBS_pex,5,241,569,,,0
random-64-64-10,15,60,BBMOCBS_eps,5,241,569,,,0
random-64-64-10,16,60,BBMOCBS_k1,5,221,506,221,506,1
random-64-64-10,16,60,BBMOCBS_k5,5,221,506,221,506,1
random-64-64-10,16,60,BBMOCBS_k10,5,221,506,221,506,1
random-64-64-10,16,60,BBMOCBS_pex,5,221,506,,,0
random-64-64-10,16,60,BBMOCBS_eps,5,221,506,,,0
random-64-64-10,17,60,BBMOCBS_k1,5,195,437,195,437,1
random-64-64-10,17,60,BBMOCBS_k5,5,195,437,195,437,1
random-64-64-10,17,60,BBMOCBS_k10,5,195,437,195,437,1
random-64-64-10,17,60,BBMOCBS_pex,5,195,437,,,0
random-64-64-10,17,60,BBMOCBS_eps,5,195,437,,,0
random-64-64-10,18,60,BBMOCBS_k1,5,127,311,127,311,1
random-64-64-10,18,60,BBMOCBS_k5,5,127,311,127,311,1
random-64-64-10,18,60,BBMOCBS_k10,5,127,311,127,311,1
random-64-64-10,18,60,BBMOCBS_pex,5,127,311,,,0
random-64-64-10,18,60,BBMOCBS_eps,5,127,311,,,0
random-64-64-10,19,60,BBMOCBS_k1,5,171,398,171,398,1
random-64-64-10,19,60,BBMOCBS_k5,5,171,398,171,398,1
random-64-64-10,19,60,BBMOCBS_k10,5,171,398,171,398,1
random-64-64-10,19,60,BBMOCBS_pex,5,171,398,,,0
random-64-64-10,19,60,BBMOCBS_eps,5,171,398,,,0
random-64-64-10,20,60,BBMOCBS_k1,5,230,524,230,524,1
random-64-64-10,20,60,BBMOCBS_k5,5,230,524,230,524,1
random-64-64-10,20,60,BBMOCBS_k10,5,230,524,230,524,1
random-64-64-10,20,60,BBMOCBS_pex,5,230,524,,,0
