map,scenario,time_limit_sec,algorithm,agents,lcbs_c1,lcbs_c2,alg_c1,alg_c2,match
empty-48-48,1,5,BBMOCBS_k1,5,131,313,131,313,1
empty-48-48,1,5,BBMOCBS_k5,5,131,313,129,280,0
empty-48-48,1,5,BBMOCBS_k10,5,131,313,129,286,0
empty-48-48,1,5,BBMOCBS_pex,5,131,313,,,0
empty-48-48,1,5,BBMOCBS_eps,5,131,313,,,0
empty-48-48,2,5,BBMOCBS_k1,5,113,271,113,271,1
empty-48-48,2,5,BBMOCBS_k5,5,113,271,111,264,0
empty-48-48,2,5,BBMOCBS_k10,5,113,271,111,258,0
empty-48-48,2,5,BBMOCBS_pex,5,113,271,,,0
empty-48-48,2,5,BBMOCBS_eps,5,113,271,,,0
empty-48-48,3,5,BBMOCBS_k1,5,,,,,0
empty-48-48,3,5,BBMOCBS_k5,5,,,,,0
empty-48-48,3,5,BBMOCBS_k10,5,,,,,0
empty-48-48,3,5,BBMOCBS_pex,5,,,,,0
empty-48-48,3,5,BBMOCBS_eps,5,,,,,0
empty-48-48,4,5,BBMOCBS_k1,5,127,305,127,305,1
empty-48-48,4,5,BBMOCBS_k5,5,127,305,127,284,0
empty-48-48,4,5,BBMOCBS_k10,5,127,305,127,284,0
empty-48-48,4,5,BBMOCBS_pex,5,127,305,,,0
empty-48-48,4,5,BBMOCBS_eps,5,127,305,,,0
empty-48-48,5,5,BBMOCBS_k1,5,,,,,0
empty-48-48,5,5,BBMOCBS_k5,5,,,,,0
empty-48-48,5,5,BBMOCBS_k10,5,,,,,0
empty-48-48,5,5,BBMOCBS_pex,5,,,,,0
empty-48-48,5,5,BBMOCBS_eps,5,,,,,0
empty-48-48,6,5,BBMOCBS_k1,5,122,282,122,282,1
empty-48-48,6,5,BBMOCBS_k5,5,122,282,122,252,0
empty-48-48,6,5,BBMOCBS_k10,5,122,282,122,252,0
empty-48-48,6,5,BBMOCBS_pex,5,122,282,,,0
empty-48-48,6,5,BBMOCBS_eps,5,122,282,,,0
empty-48-48,7,5,BBMOCBS_k1,5,,,,,0
empty-48-48,7,5,BBMOCBS_k5,5,,,,,0
empty-48-48,7,5,BBMOCBS_k10,5,,,,,0
empty-48-48,7,5,BBMOCBS_pex,5,,,,,0
empty-48-48,7,5,BBMOCBS_eps,5,,,,,0
empty-48-48,8,5,BBMOCBS_k1,5,,,,,0
empty-48-48,8,5,BBMOCBS_k5,5,,,,,0
empty-48-48,8,5,BBMOCBS_k10,5,,,,,0
empty-48-48,8,5,BBMOCBS_pex,5,,,,,0
empty-48-48,8,5,BBMOCBS_eps,5,,,,,0
empty-48-48,9,5,BBMOCBS_k1,5,124,301,124,301,1
empty-48-48,9,5,BBMOCBS_k5,5,124,301,121,274,0
empty-48-48,9,5,BBMOCBS_k10,5,124,301,121,269,0
empty-48-48,9,5,BBMOCBS_pex,5,124,301,,,0
empty-48-48,9,5,BBMOCBS_eps,5,124,301,,,0
empty-48-48,10,5,BBMOCBS_k1,5,,,,,0
empty-48-48,10,5,BBMOCBS_k5,5,,,,,0
empty-48-48,10,5,BBMOCBS_k10,5,,,,,0
empty-48-48,10,5,BBMOCBS_pex,5,,,,,0
empty-48-48,10,5,BBMOCBS_eps,5,,,,,0
empty-48-48,11,5,BBMOCBS_k1,5,152,356,152,356,1
empty-48-48,11,5,BBMOCBS_k5,5,152,356,150,324,0
empty-48-48,11,5,BBMOCBS_k10,5,152,356,150,320,0
empty-48-48,11,5,BBMOCBS_pex,5,152,356,,,0
empty-48-48,11,5,BBMOCBS_eps,5,152,356,,,0
empty-48-48,12,5,BBMOCBS_k1,5,,,,,0
empty-48-48,12,5,BBMOCBS_k5,5,,,,,0
empty-48-48,12,5,BBMOCBS_k10,5,,,,,0
empty-48-48,12,5,BBMOCBS_pex,5,,,,,0
empty-48-48,12,5,BBMOCBS_eps,5,,,,,0
empty-48-48,13,5,BBMOCBS_k1,5,,,,,0
empty-48-48,13,5,BBMOCBS_k5,5,,,,,0
empty-48-48,13,5,BBMOCBS_k10,5,,,,,0
empty-48-48,13,5,BBMOCBS_pex,5,,,,,0
empty-48-48,13,5,BBMOCBS_eps,5,,,,,0
empty-48-48,14,5,BBMOCBS_k1,5,,,,,0
empty-48-48,14,5,BBMOCBS_k5,5,,,,,0
empty-48-48,14,5,BBMOCBS_k10,5,,,,,0
empty-48-48,14,5,BBMOCBS_pex,5,,,,,0
empty-48-48,14,5,BBMOCBS_eps,5,,,,,0
empty-48-48,15,5,BBMOCBS_k1,5,,,,,0
empty-48-48,15,5,BBMOCBS_k5,5,,,,,0
empty-48-48,15,5,BBMOCBS_k10,5,,,,,0
empty-48-48,15,5,BBMOCBS_pex,5,,,,,0
empty-48-48,15,5,BBMOCBS_eps,5,,,,,0
empty-48-48,16,5,BBMOCBS_k1,5,,,,,0
empty-48-48,16,5,BBMOCBS_k5,5,,,,,0
empty-48-48,16,5,BBMOCBS_k10,5,,,,,0
empty-48-48,16,5,BBMOCBS_pex,5,,,,,0
empty-48-48,16,5,BBMOCBS_eps,5,,,,,0
empty-48-48,17,5,BBMOCBS_k1,5,142,336,142,336,1
empty-48-48,17,5,BBMOCBS_k5,5,142,336,142,299,0
empty-48-48,17,5,BBMOCBS_k10,5,142,336,142,299,0
empty-48-48,17,5,BBMOCBS_pex,5,142,336,,,0
empty-48-48,17,5,BBMOCBS_eps,5,142,336,,,0
empty-48-48,18,5,BBMOCBS_k1,5,,,177,420,0
empty-48-48,18,5,BBMOCBS_k5,5,,,,,0
empty-48-48,18,5,BBMOCBS_k10,5,,,,,0
empty-48-48,18,5,BBMOCBS_pex,5,,,,,0
empty-48-48,18,5,BBMOCBS_eps,5,,,,,0
empty-48-48,19,5,BBMOCBS_k1,5,,,,,0
empty-48-48,19,5,BBMOCBS_k5,5,,,,,0
empty-48-48,19,5,BBMOCBS_k10,5,,,,,0
empty-48-48,19,5,BBMOCBS_pex,5,,,,,0
empty-48-48,19,5,BBMOCBS_eps,5,,,,,0
empty-48-48,20,5,BBMOCBS_k1,5,144,321,144,321,1
empty-48-48,20,5,BBMOCBS_k5,5,144,321,144,289,0
empty-48-48,20,5,BBMOCBS_k10,5,144,321,144,289,0
empty-48-48,20,5,BBMOCBS_pex,5,144,321,,,0
empty-48-48,20,5,BBMOCBS_eps,5,144,321,,,0
empty-48-48,21,5,BBMOCBS_k1,5,,,,,0
empty-48-48,21,5,BBMOCBS_k5,5,,,,,0
empty-48-48,21,5,BBMOCBS_k10,5,,,,,0
empty-48-48,21,5,BBMOCBS_pex,5,,,,,0
empty-48-48,21,5,BBMOCBS_eps,5,,,,,0
empty-48-48,22,5,BBMOCBS_k1,5,140,343,140,343,1
empty-48-48,22,5,BBMOCBS_k5,5,140,343,138,323,0
empty-48-48,22,5,BBMOCBS_k10,5,140,343,138,319,0
empty-48-48,22,5,BBMOCBS_pex,5,140,343,,,0
empty-48-48,22,5,BBMOCBS_eps,5,140,343,,,0
empty-48-48,23,5,BBMOCBS_k1,5,147,358,147,358,1
empty-48-48,23,5,BBMOCBS_k5,5,147,358,147,347,0
empty-48-48,23,5,BBMOCBS_k10,5,147,358,147,343,0
empty-48-48,23,5,BBMOCBS_pex,5,147,358,,,0
empty-48-48,23,5,BBMOCBS_eps,5,147,358,,,0
empty-48-48,24,5,BBMOCBS_k1,5,112,273,112,273,1
empty-48-48,24,5,BBMOCBS_k5,5,112,273,112,255,0
empty-48-48,24,5,BBMOCBS_k10,5,112,273,112,256,0
empty-48-48,24,5,BBMOCBS_pex,5,112,273,,,0
empty-48-48,24,5,BBMOCBS_eps,5,112,273,,,0
empty-48-48,25,5,BBMOCBS_k1,5,,,,,0
empty-48-48,25,5,BBMOCBS_k5,5,,,,,0
empty-48-48,25,5,BBMOCBS_k10,5,,,,,0
empty-48-48,25,5,BBMOCBS_pex,5,,,,,0
empty-48-48,25,5,BBMOCBS_eps,5,,,,,0
