map,scenario,time_limit_sec,algorithm,agents,lcbs_c1,lcbs_c2,alg_c1,alg_c2,match
maze-32-32-4,1,10,BBMOCBS_k1,5,213,584,213,584,1
maze-32-32-4,1,10,BBMOCBS_k5,5,213,584,213,559,0
maze-32-32-4,1,10,BBMOCBS_k10,5,213,584,213,557,0
maze-32-32-4,1,10,BBMOCBS_pex,5,213,584,,,0
maze-32-32-4,1,10,BBMOCBS_eps,5,213,584,,,0
maze-32-32-4,2,10,BBMOCBS_k1,5,197,486,197,486,1
maze-32-32-4,2,10,BBMOCBS_k5,5,197,486,197,454,0
maze-32-32-4,2,10,BBMOCBS_k10,5,197,486,197,455,0
maze-32-32-4,2,10,BBMOCBS_pex,5,197,486,,,0
maze-32-32-4,2,10,BBMOCBS_eps,5,197,486,,,0
maze-32-32-4,3,10,BBMOCBS_k1,5,157,399,157,399,1
maze-32-32-4,3,10,BBMOCBS_k5,5,157,399,155,384,0
maze-32-32-4,3,10,BBMOCBS_k10,5,157,399,155,388,0
maze-32-32-4,3,10,BBMOCBS_pex,5,157,399,,,0
maze-32-32-4,3,10,BBMOCBS_eps,5,157,399,,,0
maze-32-32-4,4,10,BBMOCBS_k1,5,,,,,0
maze-32-32-4,4,10,BBMOCBS_k5,5,,,,,0
maze-32-32-4,4,10,BBMOCBS_k10,5,,,,,0
maze-32-32-4,4,10,BBMOCBS_pex,5,,,,,0
maze-32-32-4,4,10,BBMOCBS_eps,5,,,,,0
maze-32-32-4,5,10,BBMOCBS_k1,5,205,542,205,542,0
maze-32-32-4,5,10,BBMOCBS_k5,5,205,542,205,500,0
maze-32-32-4,5,10,BBMOCBS_k10,5,205,542,205,496,0
maze-32-32-4,5,10,BBMOCBS_pex,5,205,542,,,0
maze-32-32-4,5,10,BBMOCBS_eps,5,205,542,,,0
maze-32-32-4,6,10,BBMOCBS_k1,5,283,715,283,715,1
maze-32-32-4,6,10,BBMOCBS_k5,5,283,715,281,702,0
maze-32-32-4,6,10,BBMOCBS_k10,5,283,715,281,689,0
maze-32-32-4,6,10,BBMOCBS_pex,5,283,715,,,0
maze-32-32-4,6,10,BBMOCBS_eps,5,283,715,,,0
maze-32-32-4,7,10,BBMOCBS_k1,5,176,478,176,478,1
maze-32-32-4,7,10,BBMOCBS_k5,5,176,478,170,470,0
maze-32-32-4,7,10,BBMOCBS_k10,5,176,478,170,458,0
maze-32-32-4,7,10,BBMOCBS_pex,5,176,478,,,0
maze-32-32-4,7,10,BBMOCBS_eps,5,176,478,,,0
maze-32-32-4,8,10,BBMOCBS_k1,5,172,437,172,437,1
maze-32-32-4,8,10,BBMOCBS_k5,5,172,437,172,415,0
maze-32-32-4,8,10,BBMOCBS_k10,5,172,437,172,415,0
maze-32-32-4,8,10,BBMOCBS_pex,5,172,437,,,0
maze-32-32-4,8,10,BBMOCBS_eps,5,172,437,,,0
maze-32-32-4,9,10,BBMOCBS_k1,5,245,635,245,635,0
maze-32-32-4,9,10,BBMOCBS_k5,5,245,635,243,612,0
maze-32-32-4,9,10,BBMOCBS_k10,5,245,635,243,610,0
maze-32-32-4,9,10,BBMOCBS_pex,5,245,635,,,0
maze-32-32-4,9,10,BBMOCBS_eps,5,245,635,,,0
maze-32-32-4,10,10,BBMOCBS_k1,5,143,371,143,371,1
maze-32-32-4,10,10,BBMOCBS_k5,5,143,371,142,351,0
maze-32-32-4,10,10,BBMOCBS_k10,5,143,371,142,350,0
maze-32-32-4,10,10,BBMOCBS_pex,5,143,371,,,0
maze-32-32-4,10,10,BBMOCBS_eps,5,143,371,,,0
maze-32-32-4,11,10,BBMOCBS_k1,5,,,,,0
maze-32-32-4,11,10,BBMOCBS_k5,5,,,,,0
maze-32-32-4,11,10,BBMOCBS_k10,5,,,,,0
maze-32-32-4,11,10,BBMOCBS_pex,5,,,,,0
maze-32-32-4,11,10,BBMOCBS_eps,5,,,,,0
maze-32-32-4,12,10,BBMOCBS_k1,5,230,585,230,585,1
maze-32-32-4,12,10,BBMOCBS_k5,5,230,585,230,557,0
maze-32-32-4,12,10,BBMOCBS_k10,5,230,585,230,561,0
maze-32-32-4,12,10,BBMOCBS_pex,5,230,585,,,0
maze-32-32-4,12,10,BBMOCBS_eps,5,230,585,,,0
maze-32-32-4,13,10,BBMOCBS_k1,5,231,599,231,599,1
maze-32-32-4,13,10,BBMOCBS_k5,5,231,599,231,566,0
maze-32-32-4,13,10,BBMOCBS_k10,5,231,599,229,557,0
maze-32-32-4,13,10,BBMOCBS_pex,5,231,599,,,0
maze-32-32-4,13,10,BBMOCBS_eps,5,231,599,,,0
maze-32-32-4,14,10,BBMOCBS_k1,5,,,,,0
maze-32-32-4,14,10,BBMOCBS_k5,5,,,,,0
maze-32-32-4,14,10,BBMOCBS_k10,5,,,,,0
maze-32-32-4,14,10,BBMOCBS_pex,5,,,,,0
maze-32-32-4,14,10,BBMOCBS_eps,5,,,,,0
maze-32-32-4,15,10,BBMOCBS_k1,5,206,533,206,533,1
maze-32-32-4,15,10,BBMOCBS_k5,5,206,533,206,512,0
maze-32-32-4,15,10,BBMOCBS_k10,5,206,533,206,511,0
maze-32-32-4,15,10,BBMOCBS_pex,5,206,533,,,0
maze-32-32-4,15,10,BBMOCBS_eps,5,206,533,,,0
maze-32-32-4,16,10,BBMOCBS_k1,5,253,652,253,652,1
