map,scenario,time_limit_sec,algorithm,agents,lcbs_c1,lcbs_c2,alg_c1,alg_c2,match
maze-32-32-4,1,1,BBMOCBS_k1,5,215,558,215,558,1
maze-32-32-4,1,1,BBMOCBS_k5,5,215,558,213,558,0
maze-32-32-4,1,1,BBMOCBS_k10,5,215,558,213,559,0
maze-32-32-4,1,1,BBMOCBS_pex,5,215,558,,,0
maze-32-32-4,1,1,BBMOCBS_eps,5,215,558,,,0
maze-32-32-4,2,1,BBMOCBS_k1,5,197,458,197,458,1
maze-32-32-4,2,1,BBMOCBS_k5,5,197,458,197,458,1
maze-32-32-4,2,1,BBMOCBS_k10,5,197,458,197,458,1
maze-32-32-4,2,1,BBMOCBS_pex,5,197,458,,,0
maze-32-32-4,2,1,BBMOCBS_eps,5,197,458,,,0
maze-32-32-4,3,1,BBMOCBS_k1,5,155,398,155,398,1
maze-32-32-4,3,1,BBMOCBS_k5,5,155,398,155,398,1
maze-32-32-4,3,1,BBMOCBS_k10,5,155,398,155,398,1
maze-32-32-4,3,1,BBMOCBS_pex,5,155,398,,,0
maze-32-32-4,3,1,BBMOCBS_eps,5,155,398,,,0
maze-32-32-4,4,1,BBMOCBS_k1,5,292,714,292,714,1
maze-32-32-4,4,1,BBMOCBS_k5,5,292,714,292,714,1
maze-32-32-4,4,1,BBMOCBS_k10,5,292,714,292,714,0
maze-32-32-4,4,1,BBMOCBS_pex,5,292,714,,,0
maze-32-32-4,4,1,BBMOCBS_eps,5,292,714,,,0
maze-32-32-4,5,1,BBMOCBS_k1,5,205,518,205,518,1
maze-32-32-4,5,1,BBMOCBS_k5,5,205,518,205,518,0
maze-32-32-4,5,1,BBMOCBS_k10,5,205,518,205,518,0
maze-32-32-4,5,1,BBMOCBS_pex,5,205,518,,,0
maze-32-32-4,5,1,BBMOCBS_eps,5,205,518,,,0
maze-32-32-4,6,1,BBMOCBS_k1,5,281,705,281,705,1
maze-32-32-4,6,1,BBMOCBS_k5,5,281,705,281,705,1
maze-32-32-4,6,1,BBMOCBS_k10,5,281,705,281,705,1
maze-32-32-4,6,1,BBMOCBS_pex,5,281,705,,,0
maze-32-32-4,6,1,BBMOCBS_eps,5,281,705,,,0
maze-32-32-4,7,1,BBMOCBS_k1,5,170,471,170,471,1
